Gene,GFPneg_Rep1,GFPpos_Rep1,GFPneg_Rep2,GFPpos_Rep2
ASXL1,164,812,432,896
ASXL2,207,617,302,389
ASXL3,19,89,24,84
ASZ1,0,0,0,0
ATAD1,868,2001,797,1959
ATAD2,220,710,524,826
ATAD2B,375,1134,430,546
ATAD3A,86,346,94,145
ATAD5,80,187,203,473
ATAT1,60,340,63,306
ATCAY,5,14,16,0
ATE1,303,1362,365,1112
ATF1,197,761,183,743
ATF2,431,2178,668,2844
ATF3,6010,2746,4083,668
ATF4,2243,5102,3478,7784
ATF5,0,20,12,7
ATF6,726,3369,692,3126
ATF6B,284,1607,535,884
ATF7IP,583,1833,719,1630
ATF7IP2,51,41,83,88
ATG10,68,279,70,294
ATG101,250,1136,326,1056
ATG12,216,588,241,970
ATG13,186,766,211,454
ATG14,124,360,165,761
ATG16L1,112,600,124,346
ATG16L2,44,118,94,67
ATG2A,300,846,450,512
ATG2B,122,911,91,378
ATG3,746,1341,714,747
ATG4A,111,336,105,458
ATG4B,312,1560,292,669
ATG4C,126,451,181,797
ATG4D,87,260,93,102
ATG5,406,1307,758,890
ATG7,338,992,436,1012
ATG9B,1,0,0,0
ATIC,221,1055,157,1341
ATL1,30,164,24,258
ATL2,338,756,208,580
ATL3,530,2439,762,2527
ATM,265,825,321,1018
ATMIN,75,314,129,252
ATN1,88,672,93,312
ATOH1,2,0,4,0
ATOH7,1,0,0,0
ATOH8,85,267,12,105
ATP10B,19,2,37,6
ATP10D,272,1881,275,1073
ATP11A,134,782,212,447
ATP11C,70,264,91,181
ATP12A,1,0,2,0
ATP13A1,544,1755,882,699
ATP13A2,381,1855,706,736
ATP13A3,129,192,211,249
ATP13A5,12,0,18,16
ATP1A1,1311,3179,1342,1477
ATP1A4,18,67,49,40
ATP1B1,180,177,177,179
ATP1B2,53,376,47,217
ATP1B4,8,0,18,0
ATP23,74,378,88,919
ATP2A1,1,0,21,0
ATP2A2,247,1465,280,1093
ATP2A3,280,151,694,86
ATP2B1,1525,6236,1053,4906
ATP2B2,9,2,39,0
ATP2B3,10,23,69,0
ATP2B4,942,6257,1142,4727
ATP2C1,188,889,136,814
ATP2C2,24,17,39,19
ATP4A,5,10,3,12
ATP4B,0,0,0,0
ATP5F1A,3293,9104,5900,17124
ATP5F1C,1118,4097,1857,7330
ATP5F1D,411,1589,536,892
ATP5IF1,991,5273,1120,10719
ATP5MC1,999,3311,1853,6731
ATP5MC3,867,2906,1692,6600
ATP5ME,501,2134,584,3885
ATP5MG,861,3040,1169,4455
ATP5MK,451,1976,680,3298
ATP5PB,962,2827,1755,6448
ATP5PF,824,3787,1178,6600
ATP5PO,999,3446,1525,8316
ATP6,22394,56241,48645,122216
ATP6AP1,620,1662,599,636
ATP6AP2,972,3928,843,6425
ATP6V0A1,117,645,205,334
ATP6V0A2,217,658,136,284
ATP6V0A4,3,2,0,8
ATP6V0B,1292,3464,1684,5621
ATP6V0D1,1288,6975,1012,12180
ATP6V0D2,1,1,3,0
ATP6V1A,659,1484,892,1744
ATP6V1B1,0,13,6,2
ATP6V1B2,638,1229,668,1820
ATP6V1C1,570,867,551,1859
ATP6V1C2,1,3,24,8
ATP6V1D,294,1064,358,2072
ATP6V1E2,4,4,8,54
ATP6V1F,881,1897,973,4060
ATP6V1FNB,2,25,4,6
ATP6V1G1,929,3499,1178,7791
ATP6V1G2-DDX39B,6,61,22,200
ATP6V1G3,12,13,6,2
ATP6V1H,451,1606,482,655
ATP7A,105,557,181,450
ATP8,0,0,0,0
ATP8A1,253,122,516,106
ATP8A2,91,646,43,342
ATP8B1,192,985,94,1037
ATP8B2,117,758,64,316
ATP8B3,6,125,20,83
ATP8B4,194,92,221,49
ATP9A,202,2712,157,1426
ATP9B,107,993,176,727
ATPAF1,49,285,44,355
ATPAF2,123,351,169,256
ATPSCKMT,34,79,45,193
ATR,99,558,150,412
ATRIP,114,275,227,128
ATRN,119,1176,155,1023
ATRNL1,54,715,57,942
ATRX,715,3774,1020,5662
ATXN1,58,377,106,234
ATXN10,91,787,147,882
ATXN1L,173,1264,215,694
ATXN2,191,1188,266,963
ATXN2L,171,997,499,487
ATXN7,295,944,312,952
ATXN7L1,153,334,272,896
ATXN7L2,135,978,185,440
ATXN7L3,64,301,123,138
AUH,285,1041,312,506
AUNIP,18,45,21,115
AUP1,566,2091,752,1779
AURKAIP1,37,187,85,90
AURKB,140,452,333,1548
AURKC,16,85,17,230
AUTS2,6,134,10,46
AVEN,17,41,9,97
AVIL,95,786,72,441
AVL9,204,601,358,440
AVP,0,0,3,0
AVPI1,208,476,177,427
AVPR1A,25,5,31,17
AVPR1B,3,2,7,4
AVPR2,37,18,126,7
AWAT2,0,0,0,0
AXDND1,6,24,2,27
AXIN1,113,648,129,321
AXIN2,140,2124,26,1433
AXL,471,3632,174,2837
AZI2,354,1469,296,948
AZIN1,1584,2675,1812,2411
AZIN2,44,288,20,321
AZU1,24,0,37,5
B2M,13369,36879,12219,16475
B3GALNT1,85,426,138,745
B3GALNT2,92,709,99,527
B3GALT1,13,1,37,12
B3GALT2,141,331,64,286
B3GALT4,191,910,145,474
B3GALT6,2,18,9,13
B3GAT1,4,12,42,9
B3GAT2,25,88,62,77
B3GAT3,174,1040,252,661
B3GLCT,110,493,62,534
B3GNT2,905,1247,813,492
B3GNT3,375,162,466,181
B3GNT4,17,14,18,10
B3GNT5,183,148,89,160
B3GNT6,2,0,13,0
B3GNT7,30,66,19,29
B3GNT8,2,43,16,70
B3GNT9,470,5292,178,3483
B3GNTL1,30,110,43,32
B4GALNT1,126,749,556,506
B4GALNT3,10,7,17,0
B4GALNT4,0,9,12,0
B4GALT1,860,2185,781,1337
B4GALT2,33,266,49,158
B4GALT3,631,1331,881,1342
B4GALT4,180,1365,118,2393
B4GALT5,174,366,189,215
B4GALT7,253,1059,243,1113
B4GAT1,177,1751,152,2356
B9D1,38,233,71,467
B9D2,125,571,203,1465
BAALC,4,0,0,0
BAAT,3,0,3,0
BABAM2,303,636,504,1354
BACE1,227,2012,127,1394
BACH1,1103,1458,1025,847
BACH2,130,161,171,123
BAD,108,630,206,526
BAG1,236,992,199,533
BAG2,76,448,165,203
BAG3,698,2262,346,695
BAG4,141,740,255,819
BAG6,683,3217,1089,1828
BAHD1,71,515,102,276
BAIAP2,146,909,220,404
BAIAP2L1,25,26,55,16
BAIAP2L2,5,8,6,8
BAIAP3,235,969,311,802
BAMBI,49,108,43,48
BANF2,1,0,1,0
BANK1,241,36,541,78
BANP,238,696,130,281
BAP1,341,1840,475,1581
BARD1,120,270,201,323
BARHL1,0,0,0,0
BARHL2,1,0,20,0
BARX1,1,4,2,0
BARX2,3,3,9,17
BATF2,86,73,27,19
BATF3,136,14,64,22
BAZ1A,497,567,639,528
BAZ1B,444,2227,428,1488
BAZ2B,624,4294,627,5274
BBOF1,2,6,9,30
BBOX1,2,4,9,0
BBS10,27,91,44,160
BBS12,82,494,63,603
BBS7,279,1012,499,1194
BBS9,165,1098,120,930
BBX,575,2807,691,3796
BCAM,184,356,126,115
BCAN,12,3,22,0
BCAP29,287,1324,323,1595
BCAP31,983,4532,978,7088
BCAR1,142,1585,20,266
BCAR3,45,31,66,27
BCAS1,29,39,45,73
BCAS3,293,900,343,833
BCAS4,86,582,279,1550
BCAT1,238,181,516,237
BCAT2,276,1091,352,1098
BCCIP,310,1574,481,3099
BCDIN3D,113,329,181,558
BCKDHB,127,332,151,375
BCKDK,549,2524,594,3126
BCL10,189,503,304,323
BCL11A,18,20,156,32
BCL11B,13,4,12,0
BCL2A1,2134,520,2148,740
BCL2L1,317,1694,282,565
BCL2L12,49,125,56,116
BCL2L13,352,1903,407,1439
BCL2L14,104,42,88,60
BCL2L15,71,69,69,90
BCL3,147,206,161,54
BCL6,299,400,294,449
BCL6B,251,109,228,129
BCL7A,63,234,98,58
BCL7B,92,307,117,137
BCL7C,51,388,47,288
BCL9,158,1091,118,1051
BCL9L,124,579,173,228
BCLAF1,1626,4246,1916,4924
BCLAF3,92,460,82,264
BCO1,3,18,14,6
BCO2,185,438,200,569
BCORL1,53,406,84,311
BCR,27,155,39,90
BCS1L,78,323,163,707
BDH1,26,48,63,69
BDH2,297,1917,303,4231
BDKRB1,12,72,2,11
BDKRB2,44,205,54,102
BDNF,11,138,11,84
BDP1,475,1464,570,1146
BEAN1,6,1,17,2
BECN1,544,1625,768,2811
BECN2,0,0,3,0
BEGAIN,8,0,18,0
BEND3,33,92,85,151
BEND4,9,0,73,0
BEND6,3,102,16,109
BEND7,67,152,151,141
BEST1,19,137,55,223
BEST2,1,1,7,0
BEST3,26,18,93,3
BEST4,1,13,19,14
BET1,194,677,198,1749
BEX1,69,769,29,1523
BEX3,280,3775,84,8136
BEX4,42,218,25,577
BEX5,0,0,0,0
BFAR,395,2269,507,1522
BFSP1,13,15,35,34
BFSP2,4,6,11,0
BGLAP,65,202,104,196
BGN,1914,16291,700,17016
BHLHA15,15,1,18,2
BHLHA9,0,0,2,0
BHLHE40,1314,1826,1871,801
BHLHE41,62,175,145,358
BHMT,12,25,62,0
BICC1,117,981,77,1278
BICD1,65,63,30,39
BICD2,229,1767,254,1183
BICDL1,16,16,53,13
BICDL2,2,21,7,4
BICRA,26,119,88,59
BICRAL,153,1232,177,826
BID,990,1427,1187,1931
BIN1,335,1538,604,777
BIN3,318,1244,325,1276
BIRC2,6267,4581,6453,3640
BIRC5,136,366,428,1134
BIRC6,509,1649,691,1308
BLK,291,82,733,89
BLM,83,102,121,114
BLMH,454,1671,411,1915
BLNK,196,103,517,241
BLOC1S2,147,357,240,665
BLOC1S3,6,25,9,18
BLOC1S4,25,137,6,55
BLOC1S5,175,661,128,873
BLOC1S6,214,936,294,1212
BLVRA,72,444,80,588
BLVRB,187,668,126,1521
BLZF1,156,453,141,534
BMERB1,20,234,35,210
BMF,114,311,193,265
BMI1,242,860,170,999
BMP1,98,1279,38,1156
BMP10,7,0,65,0
BMP15,2,0,24,0
BMP2,38,117,31,71
BMP2K,65,354,124,213
BMP3,20,157,5,95
BMP4,245,6732,126,12057
BMP5,294,2190,79,3359
BMP6,62,421,145,834
BMP7,12,1334,13,551
BMPER,2601,1647,211,715
BMPR1A,81,1100,30,1087
BMPR1B,11,3,32,6
BMPR2,228,969,159,798
BMS1,263,1071,323,1110
BMT2,111,323,59,233
BMX,60,39,138,95
BNC1,7,0,4,3
BNC2,202,2311,79,1980
BNIP1,68,485,76,1034
BNIP2,286,897,381,1167
BNIP3,104,483,81,374
BNIP3L,1229,3702,1146,6309
BNIP5,131,23,91,22
BNIPL,1,9,1,4
BOC,275,9434,169,5457
BOD1L1,239,1272,403,1444
BOK,46,883,91,574
BOLA1,129,696,195,1368
BOLL,5,0,54,0
BORA,127,181,242,270
BORCS5,46,150,30,167
BORCS6,96,378,123,200
BORCS8,192,882,196,1330
BPGM,93,211,113,163
BPHL,107,571,110,302
BPI,6,7,8,6
BPIFA1,482,657,267,999
BPIFA2,0,0,0,0
BPIFA3,0,0,3,0
BPIFB1,3703,1213,1240,4319
BPIFB2,17,0,0,0
BPIFB3,0,0,3,0
BPIFB4,3,0,6,0
BPIFB6,2,0,41,0
BPIFC,0,4,3,9
BPNT1,192,680,316,1605
BPNT2,200,1962,172,2173
BPTF,491,2357,769,2537
BRAF,181,536,180,537
BRAP,294,1101,320,937
BRAT1,193,693,200,415
BRCA1,134,318,188,551
BRCC3,184,866,284,1367
BRD1,50,308,113,99
BRD2,1960,5670,3814,3311
BRD3,232,1470,245,1051
BRD4,363,1722,492,1016
BRD7,142,504,144,532
BRD8,499,1972,545,1634
BRD9,266,1801,337,1280
BRDT,11,3,7,25
BRF2,64,375,35,269
BRI3,85,284,41,162
BRI3BP,109,36,306,121
BRICD5,0,0,0,0
BRINP1,4,0,12,0
BRINP2,12,301,10,365
BRINP3,4,91,12,215
BRIP1,58,111,103,146
BRIX1,325,1030,431,2188
BRK1,552,2210,717,5861
BRME1,15,15,49,27
BRMS1,18,93,98,58
BRMS1L,113,690,80,708
BROX,273,1158,358,1444
BRPF1,288,1029,462,531
BRPF3,158,593,198,367
BRS3,2,0,44,0
BRSK1,10,7,16,26
BRSK2,0,3,10,2
BRWD1,438,1690,606,2241
BRWD3,183,359,157,217
BSCL2,173,1065,208,706
BSDC1,478,2515,504,2102
BSN,24,131,175,94
BSND,0,0,4,0
BSP1,0,0,1,0
BSPH1,0,0,1,0
BSPRY,14,32,11,19
BST1,42,24,49,19
BST2,2489,10522,277,609
BSX,0,0,2,0
BTAF1,387,988,407,601
BTBD1,117,766,149,277
BTBD10,223,977,333,1669
BTBD11,38,276,73,204
BTBD16,2,0,0,0
BTBD17,7,0,17,0
BTBD18,2,3,10,3
BTBD19,3,63,1,25
BTBD2,63,566,60,390
BTBD3,346,936,163,754
BTBD7,184,1090,236,1336
BTBD8,34,133,64,80
BTBD9,237,888,308,848
BTD,134,508,203,373
BTF3,1181,3544,1839,8238
BTF3L4,358,1697,465,2822
BTG1,1592,1030,1781,630
BTG3,302,995,228,515
BTG4,1,0,21,0
BTK,355,81,694,112
BTN1A1,2,0,13,0
BTN2A2,12,55,12,71
BTNL2,10,0,22,0
BTNL9,24,2,16,18
BTRC,185,1216,213,1136
BUB1,127,411,565,619
BUB1B,131,403,300,772
BUB3,736,2739,1464,3297
BUD13,179,728,274,649
BUD23,493,1906,674,3736
BUD31,493,1691,709,3370
BVES,13,91,87,42
BYSL,316,809,378,864
BZW1,1987,5340,3415,8331
BZW2,360,826,571,1512
C10orf105,4,2,33,2
C10orf143,46,291,79,253
C10orf53,0,0,0,0
C10orf62,23,122,38,111
C10orf67,5,1,28,15
C10orf90,3,0,27,0
C11orf1,233,716,144,649
C11orf42,0,1,13,3
C11orf49,162,1221,299,1321
C11orf52,15,7,35,2
C11orf53,1,0,2,0
C11orf54,62,176,63,419
C11orf58,691,3035,1152,6534
C11orf65,8,13,0,17
C11orf68,67,456,67,566
C11orf71,14,1,34,0
C11orf80,0,0,0,0
C11orf86,1,0,2,0
C11orf91,0,1,6,0
C11orf94,0,0,0,0
C11orf95,8,26,12,16
C11orf97,9,14,2,3
C12orf29,108,615,149,906
C12orf4,157,651,172,1198
C12orf40,1,0,0,3
C12orf43,115,565,106,1151
C12orf45,152,609,158,750
C12orf50,0,0,1,1
C12orf54,0,0,0,0
C12orf56,0,15,0,18
C12orf57,302,2125,464,3257
C12orf65,13,74,25,297
C12orf66,37,176,76,186
C12orf73,27,103,69,227
C13orf42,1,0,0,0
C13orf46,3,6,4,9
C14H10orf120,0,0,0,0
C14orf119,426,1416,272,2109
C14orf28,68,279,205,214
C14orf39,5,0,1,0
C14orf93,347,1894,396,3854
C15orf39,194,1646,435,657
C15orf40,138,708,163,1447
C15orf48,190,29,216,95
C15orf61,107,344,109,606
C15orf65,3,2,1,15
C16orf46,9,38,3,25
C16orf70,228,1360,318,1130
C16orf72,157,413,208,352
C16orf78,0,0,11,0
C16orf86,5,0,0,0
C16orf87,49,330,103,468
C16orf89,9,5,12,43
C16orf90,0,2,8,0
C16orf91,202,792,268,1266
C16orf92,0,0,0,0
C17orf107,0,0,1,0
C17orf113,10,59,23,39
C17orf49,314,1038,382,1118
C17orf64,11,0,15,0
C17orf67,0,0,3,0
C17orf75,306,878,285,965
C17orf78,6,5,46,1
C17orf80,98,468,179,681
C17orf98,3,3,1,3
C18orf21,114,618,188,1310
C18orf25,167,583,166,363
C18orf54,91,316,147,326
C18orf63,1,0,10,0
C19orf12,9,35,16,73
C19orf25,114,703,195,465
C19orf38,140,75,113,210
C19orf44,62,323,90,386
C19orf47,30,143,48,120
C19orf53,554,2560,654,4985
C19orf67,3,10,22,24
C19orf71,51,236,75,152
C19orf84,0,4,0,2
C19orf85,3,2,1,3
C1orf105,0,6,29,9
C1orf109,291,1167,331,1433
C1orf112,50,258,164,317
C1orf115,92,56,77,17
C1orf116,92,82,70,60
C1orf122,36,188,36,117
C1orf131,51,229,120,262
C1orf146,0,0,0,0
C1orf158,0,0,3,2
C1orf174,159,1130,155,714
C1orf185,4,7,0,11
C1orf189,16,65,1,158
C1orf194,7,27,5,67
C1orf198,252,2560,148,1378
C1orf21,177,1247,160,1101
C1orf210,3,21,4,20
C1orf216,36,439,53,344
C1orf232,2,0,5,0
C1orf35,147,339,192,583
C1orf43,456,1466,442,2507
C1orf52,132,390,133,183
C1orf53,14,59,16,37
C1orf54,63,49,64,162
C1orf56,13,12,29,24
C1orf74,370,1111,452,1165
C1orf87,16,14,21,6
C1orf94,5,0,1,0
C1QA,1812,1715,526,1534
C1QB,2576,2573,771,1091
C1QBP,72,459,180,227
C1QC,4052,4435,983,4039
C1QL1,0,1,1,0
C1QL2,6,0,11,0
C1QL3,4,6,2,8
C1QL4,4,2,6,6
C1QTNF1,40,481,35,607
C1QTNF12,1,160,5,86
C1QTNF2,239,1379,102,3371
C1QTNF6,216,504,178,493
C1QTNF7,188,3954,60,6657
C1QTNF8,4,0,1,0
C1RL,39,100,63,29
C2,292,572,232,197
C20orf141,1,0,2,0
C20orf194,96,698,51,491
C20orf202,0,0,5,0
C20orf27,354,1122,454,794
C20orf85,86,228,30,291
C20orf96,2,73,6,117
C21orf62,13,72,25,110
C21orf91,1083,1616,1102,2153
C22orf15,0,0,0,0
C22orf23,9,43,21,47
C22orf31,0,0,8,0
C2CD2,101,767,75,406
C2CD2L,76,247,117,102
C2CD3,299,1126,377,453
C2CD4C,3,3,11,1
C2CD4D,0,0,0,0
C2CD5,327,1705,412,1615
C2CD6,10,54,20,45
C2orf42,88,458,101,689
C2orf49,113,513,117,407
C2orf66,0,7,1,0
C2orf68,225,1077,328,882
C2orf69,122,419,120,369
C2orf72,0,0,16,0
C2orf73,8,10,40,19
C2orf74,7,0,0,3
C2orf76,46,75,72,320
C2orf78,2,0,2,0
C2orf80,0,0,0,0
C2orf88,3,9,23,2
C3,5871,114645,1400,63243
C3orf14,17,40,31,128
C3orf18,14,118,17,78
C3orf20,2,0,3,2
C3orf38,510,1283,609,1783
C3orf49,0,2,4,0
C3orf52,9,0,21,0
C3orf62,134,524,217,357
C3orf70,75,1034,40,1164
C3orf80,2,5,14,0
C3orf84,3,3,3,0
C3orf85,2,1,18,0
C4A,1647,22530,256,5563
C4BPA,1533,497,627,372
C4BPB,34,5,64,27
C4orf17,14,16,28,8
C4orf19,66,34,20,50
C4orf3,93,344,28,197
C4orf33,28,61,93,162
C4orf45,1,0,0,0
C4orf46,33,122,72,307
C4orf47,16,44,26,47
C4orf51,2,10,4,14
C5,13,82,10,81
C5AR1,4871,969,4105,803
C5AR2,802,99,491,50
C5orf15,664,2927,639,6161
C5orf22,108,349,122,602
C5orf24,423,1497,295,1640
C5orf34,59,166,61,267
C5orf46,0,0,4,0
C5orf47,0,0,0,0
C5orf49,37,311,18,103
C5orf51,230,1540,208,1331
C5orf52,2,0,6,0
C5orf58,0,0,0,0
C5orf63,23,37,42,90
C6,7,7,2,6
C6orf120,121,453,138,945
C6orf132,14,1,14,0
C6orf136,35,144,96,138
C6orf15,2,0,5,0
C6orf163,13,5,50,64
C6orf52,1,5,3,3
C6orf62,275,1033,433,839
C6orf89,490,2773,591,2911
C7,3964,7951,1235,7721
C7H6orf125,271,728,351,1504
C7orf25,124,1059,118,568
C7orf26,18,133,38,90
C7orf31,2,1,10,7
C7orf50,117,490,132,346
C7orf57,1,57,2,162
C8A,0,0,3,0
C8B,1,0,34,0
C8orf34,47,135,84,223
C8orf37,192,917,55,1870
C8orf48,6,38,8,66
C8orf58,52,168,33,151
C8orf82,3,36,23,5
C8orf88,13,149,4,216
C8orf89,0,2,31,0
C9,8,4,7,9
C9orf131,0,0,33,0
C9orf135,14,24,15,34
C9orf152,4,2,6,5
C9orf24,6,12,1,55
C9orf40,47,120,30,142
C9orf43,0,1,4,1
C9orf64,114,851,153,1067
C9orf72,338,470,355,449
C9orf78,359,1113,380,2338
C9orf85,40,96,68,149
CA1,2,0,3,0
CA10,4,11,8,11
CA11,8,119,7,331
CA12,28,72,53,26
CA13,35,120,93,236
CA14,6,5,21,1
CA2,28,3,33,1
CA3,3,0,20,0
CA4,887,199,262,193
CA5A,8,10,23,10
CA5B,70,388,151,485
CA6,0,0,4,0
CA7,3,0,7,0
CA8,102,44,244,97
CA9,37,85,122,140
CAB39,181,592,351,375
CAB39L,270,834,276,950
CABCOCO1,33,224,16,281
CABIN1,256,1768,395,1170
CABLES1,36,747,13,593
CABLES2,38,163,41,67
CABP2,0,0,0,0
CABP4,1,4,0,0
CABP5,8,0,34,0
CABP7,12,65,41,185
CABS1,0,0,4,0
CABYR,21,73,117,97
CACFD1,64,419,101,145
CACHD1,52,1449,52,1394
CACNA1D,32,104,20,93
CACNA1E,6,7,67,0
CACNA1F,3,18,65,25
CACNA1G,24,320,35,254
CACNA1H,49,306,57,136
CACNA1I,5,0,7,0
CACNA1S,0,0,26,0
CACNA2D1,261,1291,116,1158
CACNA2D2,3,42,13,60
CACNA2D3,2,411,2,153
CACNA2D4,0,0,0,0
CACNB1,24,207,34,100
CACNB2,26,92,31,105
CACNB3,6,134,21,92
CACNB4,34,1,55,24
CACNG1,9,7,23,6
CACNG2,1,0,10,0
CACNG3,2,0,11,0
CACNG4,1,2,12,0
CACNG5,5,18,12,3
CACNG6,5,0,8,0
CACNG7,0,0,12,0
CACNG8,17,0,35,0
CACTIN,336,1106,402,589
CACUL1,255,910,520,828
CACYBP,865,2391,1100,3607
CAD,134,1106,262,524
CADM1,503,605,231,124
CADM2,118,66,14,49
CADM3,24,12,40,20
CADM4,6,0,6,2
CADPS2,53,164,41,81
CAGE1,25,145,68,196
CALB1,0,0,15,1
CALB2,2,0,5,0
CALCOCO2,1330,4748,1028,5525
CALCR,9,0,14,0
CALCRL,595,471,412,585
CALD1,1466,3642,379,7956
CALHM1,0,0,3,0
CALHM2,254,1397,246,1859
CALHM3,0,0,3,0
CALHM4,1,7,0,24
CALHM5,74,956,52,1039
CALHM6,24,36,42,3
CALM1,5260,20373,7171,14442
CALM3,532,2848,812,1237
CALML4,60,91,31,345
CALML5,0,0,7,1
CALR,1388,5961,1488,5245
CALR3,11,32,28,118
CALU,1979,12338,565,12956
CALY,4,3,46,0
CAMK1,34,140,6,114
CAMK1D,4,19,10,5
CAMK1G,48,913,26,472
CAMK2A,7,91,30,53
CAMK2B,5,4,58,1
CAMK2D,453,2683,480,3148
CAMK2G,162,407,317,308
CAMK4,126,32,581,164
CAMKK1,174,113,126,50
CAMKK2,157,2953,393,1908
CAMKMT,46,277,67,709
CAMKV,23,44,32,6
CAMLG,429,1244,371,1097
CAMSAP2,137,902,104,561
CAMSAP3,6,8,29,5
CAMTA1,99,342,185,375
CAMTA2,495,1709,685,3751
CAND1,611,2774,749,1749
CAND2,96,1314,78,491
CANT1,368,3023,120,183
CANX,2443,11509,2704,8962
CAP1,4070,6923,7228,7890
CAP2,150,584,37,598
CAPG,1470,1817,2572,5204
CAPN1,957,4275,1638,2608
CAPN10,94,942,129,418
CAPN11,4,12,18,4
CAPN13,13,38,28,16
CAPN14,0,0,5,0
CAPN15,100,398,181,114
CAPN2,1529,8830,1231,5234
CAPN3,323,124,160,61
CAPN5,34,254,31,157
CAPN6,307,33,66,18
CAPN7,134,1007,166,731
CAPN8,2,53,2,62
CAPN9,3,7,32,0
CAPNS1,365,1803,516,1675
CAPRIN1,1308,4965,1582,3261
CAPRIN2,96,670,106,590
CAPS,41,166,59,194
CAPS2,22,9,63,27
CAPSL,36,51,29,51
CAPZA1,2229,4591,3916,7921
CAPZA2,910,3298,1125,5670
CAPZB,565,1885,1002,782
CARD10,46,470,41,105
CARD11,119,33,296,36
CARD14,1,0,3,2
CARD19,395,789,324,647
CARF,64,372,51,397
CARHSP1,842,2836,950,2989
CARM1,152,916,180,893
CARMIL1,111,901,36,528
CARMIL2,123,294,279,270
CARMIL3,2,88,9,36
CARNMT1,95,348,87,269
CARNS1,19,43,47,16
CARS1,309,934,310,479
CARS2,180,987,103,378
CARTPT,1,0,0,0
CASC3,428,3587,638,2080
CASD1,119,734,95,777
CASK,114,1150,38,1197
CASKIN1,4,8,28,6
CASKIN2,141,215,78,206
CASP1,441,130,639,328
CASP10,275,844,383,748
CASP14,7,0,19,0
CASP3,471,951,468,1553
CASP6,197,990,318,763
CASP7,225,811,139,721
CASP8,243,406,395,477
CASP8AP2,173,628,279,982
CASP9,104,407,247,652
CASQ1,5,19,10,8
CASQ2,35,100,54,49
CASR,11,0,30,0
CASS4,755,2156,1034,1692
CAST,1780,8312,1840,6764
CASTOR1,326,2255,373,3242
CASTOR2,17,123,37,95
CASZ1,61,27,70,6
CAT,2122,14794,1114,22432
CATIP,3,16,2,0
CATSPER1,1,4,29,12
CATSPER2,23,118,61,84
CATSPER3,0,2,0,7
CATSPER4,3,2,0,0
CATSPERB,5,0,32,0
CATSPERD,3,3,17,0
CATSPERE,3,16,1,3
CATSPERG,27,161,37,122
CAV1,1121,1620,304,3181
CAV2,904,1559,243,1335
CAV3,0,0,59,0
CAVIN1,224,1533,154,870
CAVIN2,1827,6001,568,8583
CAVIN3,118,1128,75,489
CAVIN4,13,23,21,31
CBARP,30,429,36,169
CBFA2T2,197,2688,192,1532
CBFA2T3,9,118,28,83
CBFB,249,618,302,496
CBL,501,851,701,863
CBLB,814,2558,1032,2626
CBLC,12,8,37,1
CBLIF,0,0,6,0
CBLL1,168,690,302,627
CBLN1,7,0,22,0
CBLN2,0,150,10,125
CBLN3,18,31,11,62
CBLN4,7,0,36,0
CBR1,7,0,12,0
CBR2,2035,3784,644,779
CBR3,51,320,45,219
CBR4,97,415,101,772
CBX1,122,968,98,948
CBX2,33,58,104,103
CBX3,52,170,89,234
CBX4,63,79,100,61
CBX6,78,634,57,300
CBX8,61,194,86,219
CBY2,5,0,17,0
CC2D1A,333,1932,312,1148
CC2D1B,219,973,428,595
CC2D2A,122,878,46,980
CC2D2B,31,70,24,32
CCAR1,617,2119,937,2634
CCAR2,560,2274,825,1351
CCBE1,111,142,69,103
CCDC102A,27,132,31,128
CCDC105,6,0,25,0
CCDC106,34,145,22,156
CCDC107,112,274,136,159
CCDC112,34,240,15,119
CCDC113,9,21,18,15
CCDC115,98,190,230,563
CCDC117,87,337,85,153
CCDC12,578,2004,919,2328
CCDC120,39,241,82,152
CCDC122,38,219,39,251
CCDC124,253,958,292,1554
CCDC125,46,126,78,316
CCDC126,47,218,97,279
CCDC127,243,1054,200,712
CCDC130,527,2760,567,1879
CCDC134,182,916,361,288
CCDC136,0,11,14,14
CCDC137,124,419,150,208
CCDC138,35,239,33,184
CCDC14,85,436,133,614
CCDC141,29,35,28,70
CCDC142,357,2236,306,3638
CCDC146,39,295,15,564
CCDC148,8,43,8,95
CCDC149,46,478,40,373
CCDC15,46,278,72,334
CCDC150,107,269,187,392
CCDC152,0,0,0,0
CCDC153,6,23,0,20
CCDC154,2,2,19,2
CCDC158,5,0,14,0
CCDC159,36,126,18,67
CCDC160,2,47,0,22
CCDC166,13,0,10,5
CCDC167,135,501,186,738
CCDC170,66,727,26,686
CCDC171,14,52,15,145
CCDC172,3,3,4,31
CCDC173,36,106,14,202
CCDC174,148,801,235,1188
CCDC175,28,22,53,15
CCDC177,12,0,2,0
CCDC178,2,0,4,0
CCDC179,0,0,0,0
CCDC18,51,371,90,374
CCDC180,626,1416,338,711
CCDC181,22,24,54,103
CCDC184,3,0,12,0
CCDC186,300,1180,367,1854
CCDC188,0,0,6,0
CCDC189,13,37,14,41
CCDC190,40,52,12,110
CCDC191,66,349,55,730
CCDC194,49,132,46,9
CCDC195,0,0,1,0
CCDC196,0,0,2,0
CCDC197,3,0,8,0
CCDC198,7,0,23,0
CCDC201,6,0,17,2
CCDC22,107,461,241,362
CCDC24,53,306,148,236
CCDC25,236,1004,311,2155
