Gene,GFPneg_Rep1,GFPpos_Rep1,GFPneg_Rep2,GFPpos_Rep2
NUDT16,87,317,78,101
NUDT16L1,197,1192,187,722
NUDT17,26,188,24,321
NUDT18,99,464,167,210
NUDT19,108,642,86,276
NUDT2,46,195,37,394
NUDT21,563,1831,1053,3683
NUDT22,161,999,202,2375
NUDT3,1686,11116,3842,16982
NUDT5,166,861,235,1796
NUDT6,75,370,97,592
NUDT7,120,369,105,1012
NUF2,112,287,215,1461
NUFIP1,110,364,105,670
NUFIP2,1210,3155,1184,2054
NUGGC,40,5,81,4
NUMA1,873,7349,1425,3731
NUMB,885,1980,675,1295
NUP107,178,646,271,1000
NUP133,271,970,413,956
NUP153,446,1940,681,966
NUP155,251,777,385,615
NUP160,271,880,378,758
NUP188,517,2327,782,1255
NUP205,245,1109,505,665
NUP210,437,179,1348,225
NUP210L,12,0,27,0
NUP214,424,2144,682,1235
NUP35,142,423,236,989
NUP37,68,354,156,998
NUP42,58,146,80,157
NUP43,150,396,187,570
NUP50,149,604,285,569
NUP54,260,885,351,1011
NUP58,362,1810,454,1139
NUP62,23,95,54,54
NUP62CL,1,23,6,83
NUP85,174,699,340,820
NUP88,451,1234,650,1640
NUP93,322,776,429,948
NUP98,878,2531,885,1184
NUPR1,309,1310,138,2607
NUS1,254,580,279,575
NUTF2,1139,4032,1192,5788
NUTM1,2,0,12,0
NVL,315,1119,446,1623
NWD1,16,72,52,51
NWD2,10,7,20,0
NXF1,896,2983,1300,2654
NXN,30,294,32,168
NXNL1,7,0,56,0
NXNL2,5,6,2,0
NXPE3,616,1152,589,1172
NXPH1,0,0,0,0
NXPH2,73,348,10,84
NXPH3,5,32,9,2
NXPH4,6,0,24,6
NXT1,140,550,173,203
NXT2,150,445,158,823
NYAP1,13,57,21,22
NYAP2,23,27,41,16
NYNRIN,51,680,96,442
NYX,2,2,15,4
OAF,19,282,9,244
OARD1,143,510,231,1009
OAS1,995,411,130,57
OAS2,7412,29266,1874,913
OASL,62,21,42,69
OAZ1,5641,11861,8234,25983
OAZ2,226,807,325,924
OAZ3,18,94,30,78
OBI1,174,733,235,801
OBP,0,0,0,0
OBSCN,50,421,130,275
OBSL1,82,1534,49,845
OCEL1,260,605,283,434
OCIAD2,79,427,63,943
OCLN,190,149,129,102
OCRL,36,351,44,245
OCSTAMP,8,28,16,3
ODAD2,15,31,21,4
ODAD3,14,30,13,11
ODAD4,53,411,59,207
ODAM,0,0,6,0
ODAPH,3,1,37,0
ODC1,483,495,1266,390
ODF1,3,0,9,0
ODF2,316,1593,386,1303
ODF2L,41,209,15,204
ODF3,0,0,0,0
ODF3L1,0,2,8,0
ODF3L2,0,0,5,0
ODR4,235,1054,148,936
OGA,840,2977,1073,2571
OGDH,1070,3638,1604,2409
OGDHL,2,0,3,0
OGFOD1,253,828,234,952
OGFOD2,74,232,123,540
OGFOD3,57,404,83,375
OGFR,40,375,93,174
OGFRL1,221,1078,314,1232
OGN,2191,22414,535,35241
OGT,1905,5706,2247,4704
OIP5,116,264,258,409
OIT3,1,0,12,0
OLA1,126,326,274,709
OLAH,0,5,5,3
OLF42-1,5,0,7,0
OLFM1,56,174,125,129
OLFM2,40,555,32,283
OLFM3,3,0,11,0
OLFM4,93,16,49,31
OLFML2A,1438,2280,279,1379
OLFML2B,359,5569,251,3577
OLFML3,2550,22645,777,42087
OLIG1,8,9,16,0
OLIG2,0,0,0,0
OLIG3,0,0,4,0
OLR1,130,36,56,55
OMA1,105,336,89,500
OMD,695,3886,187,5223
OMG,11,21,37,23
ONECUT1,2,0,60,0
ONECUT2,3,0,24,0
ONECUT3,1,0,4,0
OOEP,0,0,0,0
OOSP3,0,0,0,0
OPA1,272,615,528,872
OPALIN,18,0,119,8
OPCML,11,10,18,44
OPHN1,108,854,50,804
OPLAH,17,24,27,11
OPN1SW,0,0,4,0
OPN4,10,0,35,0
OPN5,2,0,25,7
OPRD1,12,0,18,0
OPRK1,2,0,2,0
OPRL1,29,29,70,13
OPRM1,10,0,33,0
OPTC,2,0,0,2
OPTN,318,1987,236,1703
OR10A3,0,0,4,0
OR10A4,1,6,2,0
OR10A7,0,0,1,0
OR10D3,2,0,4,0
OR10G3,3,0,9,0
OR10G6,0,0,2,0
OR10J1,0,0,9,0
OR10J4,0,0,3,0
OR10J5,4,0,7,0
OR10K2,3,0,2,0
OR10R2,0,0,0,0
OR10S1,1,0,7,0
OR10T2,0,0,18,0
OR10V1,0,0,1,0
OR10Z1,0,0,4,0
OR11H4,1,0,12,0
OR11H6,0,0,5,0
OR11H7,0,0,3,0
OR11L1,14,0,55,0
OR13C3,0,0,0,0
OR13C4,0,0,1,0
OR13C8,0,0,2,0
OR13G1,2,0,4,0
OR13H1,1,0,3,0
OR14K1,3,0,13,0
OR1D5,0,0,2,0
OR1I1,0,0,15,0
OR1K1,5,0,4,0
OR2AT4,0,0,0,0
OR2B11,0,0,8,0
OR2B6,0,0,18,0
OR2C3,12,0,51,0
OR2D2,0,2,7,0
OR2G2,2,0,4,0
OR2G3,2,0,11,0
OR2I1P,2,0,3,0
OR2K2,0,0,1,0
OR2M4,5,0,12,0
OR2S2,1,0,4,0
OR2T27,3,0,6,0
OR2T6,0,0,8,0
OR2Z1,1,0,4,0
OR3A1,0,0,1,0
OR3A2,0,0,0,0
OR4B1,2,0,5,0
OR4D1,0,0,3,0
OR4D10,0,0,0,0
OR4D5,5,0,0,0
OR4E1,1,0,22,0
OR4E2,0,0,1,0
OR4K17,6,0,17,0
OR51A7,2,0,17,0
OR51B5,9,0,27,0
OR51C1P,1,0,5,0
OR51D1,3,0,18,0
OR51E1,100,33,330,82
OR51E2,0,0,11,0
OR51F1,4,0,0,0
OR51F2,7,0,1,0
OR51G1,2,0,63,0
OR51G2,10,0,49,0
OR51I1,1,0,8,0
OR51L1,3,0,5,0
OR51M1,2,0,5,0
OR51S1,1,0,2,0
OR51T1,0,0,2,0
OR52E4,0,0,0,0
OR52H1,1,0,5,0
OR52J3,0,0,27,0
OR52K1,0,0,7,0
OR52N5,2,0,1,0
OR52R1,1,0,7,0
OR52W1,2,0,8,0
OR56A1,0,0,0,0
OR56A4,1,0,7,0
OR56B1,4,0,3,0
OR56B4,0,0,5,0
OR5AU1,1,0,2,0
OR5B21,0,0,0,0
OR5B3,0,0,4,0
OR5C1,5,0,3,0
OR5K4,0,0,2,0
OR6A2,0,1,13,0
OR6J1,0,0,6,0
OR6K3,3,0,17,0
OR6K6,0,0,4,0
OR6M1,0,0,6,0
OR6N2,10,1,14,2
OR6P1,1,0,19,0
OR6S1,0,0,13,0
OR6T1,0,0,13,0
OR6V1,0,0,5,0
OR6X1,5,0,9,0
OR6Y1,1,0,0,0
OR7D2,8,0,61,0
OR8B12,0,0,6,0
OR8D1,2,0,1,0
OR8D2,1,0,1,0
OR8D4,1,0,8,0
OR8G1,0,0,6,0
OR8S1,0,0,1,0
OR9A1P,0,0,0,0
OR9I1,4,0,0,0
OR9Q1,1,0,3,0
OR9Q2,1,0,0,0
ORAI1,164,72,86,64
ORAI2,247,1277,124,822
ORAI3,383,1117,541,474
ORC1,135,91,216,183
ORC2,92,314,169,474
ORC3,147,718,224,726
ORC4,380,1693,315,2588
ORC5,158,424,163,779
ORC6,134,423,265,929
ORMDL1,267,1208,226,2573
ORMDL3,55,442,126,269
OS9,1330,4067,2152,2305
OSBP,61,335,76,266
OSBP2,3,0,14,3
OSBPL10,19,150,61,277
OSBPL11,407,911,491,659
OSBPL1A,232,1173,219,1100
OSBPL2,330,1612,602,1119
OSBPL3,84,170,152,87
OSBPL5,162,1467,64,825
OSBPL6,126,1429,43,700
OSBPL7,136,396,349,420
OSBPL8,308,893,652,856
OSBPL9,724,1549,976,1614
OSCAR,221,52,176,37
OSCP1,136,467,110,1073
OSER1,479,1602,650,2617
OSGEP,102,302,197,586
OSGEPL1,140,486,140,618
OSGIN1,98,235,55,68
OSGIN2,49,179,121,103
OSM,889,688,1709,1019
OSMR,229,1856,36,530
OSR1,168,1586,90,624
OSR2,61,7197,26,5698
OSTC,463,1994,867,5224
OSTF1,1193,1171,1672,1908
OSTM1,214,277,330,362
OSTN,0,0,0,0
OTC,1,0,1,0
OTOA,6,0,0,0
OTOF,7,36,29,0
OTOG,4,0,20,0
OTOGL,13,0,8,0
OTOL1,5,0,21,0
OTOP1,2,0,24,0
OTOP2,9,5,40,0
OTOP3,10,8,27,0
OTOS,6,114,41,194
OTP,3,0,1,0
OTUB1,267,1044,598,1687
OTUB2,64,37,77,30
OTUD1,82,105,51,48
OTUD3,90,699,92,298
OTUD4,147,778,268,711
OTUD5,150,717,269,653
OTUD6A,0,0,0,0
OTUD6B,174,670,105,818
OTUD7A,15,21,55,12
OTUD7B,224,1065,238,703
OTULIN,120,403,232,316
OTULINL,185,212,272,140
OTX1,5,0,14,0
OTX2,6,0,3,0
OVCH1,6,31,3,41
OVCH2,0,0,0,0
OVGP1,8,14,27,23
OVOL1,11,2,42,4
OVOL2,0,1,8,15
OVOL3,12,25,62,22
OXA1L,439,1699,681,2964
OXCT1,370,1882,411,2004
OXLD1,24,124,57,294
OXNAD1,150,546,115,475
OXR1,332,1159,403,1324
OXSM,133,410,150,1008
OXSR1,199,870,344,780
OXT,0,0,0,0
OXTR,8,0,31,0
P14ARF,0,0,26,3
P2RX1,19,7,46,7
P2RX2,14,23,2,2
P2RX3,1,0,0,0
P2RX4,87,413,108,925
P2RX6,0,5,1,15
P2RX7,44,72,112,206
P2RY1,128,360,83,112
P2RY10,68,13,229,53
P2RY11,100,154,194,181
P2RY12,64,19,96,35
P2RY13,250,42,96,22
P2RY14,49,18,117,15
P2RY2,38,112,38,49
P2RY4,4,0,50,0
P2RY6,56,12,92,12
P3H1,488,3585,245,1220
P3H2,58,61,46,46
P3H3,46,504,19,249
P3H4,70,974,33,715
P3R3URF,1,0,2,0
P4HA1,1209,5030,651,4527
P4HA2,631,8508,205,6036
P4HA3,44,263,23,326
P4HB,303,3110,235,1213
P4HTM,280,1636,316,1158
PAAF1,141,452,214,643
PABIR2,35,170,73,288
PABPC1,1516,5934,3970,6999
PABPC1L,0,3,4,3
PABPC4,70,382,149,635
PABPC4L,10,35,0,4
PABPC5,9,74,15,143
PABPN1,272,1474,479,1840
PABPN1L,0,7,1,0
PACC1,113,469,246,477
PACRG,3,42,17,51
PACRGL,24,112,31,171
PACS1,128,337,290,259
PACSIN1,14,14,26,9
PACSIN2,796,1598,1395,947
PACSIN3,127,1348,81,877
PADI1,11,0,32,0
PADI2,50,23,323,52
PADI3,6,0,0,0
PADI4,1730,217,419,32
PADI6,0,0,0,0
PAF1,796,2679,1052,3523
PAFAH1B1,544,2527,712,2447
PAFAH1B2,663,3857,702,2506
PAFAH1B3,193,1049,382,2725
PAFAH2,760,2489,776,2066
PAG1,315,557,497,458
PAG6,0,0,0,0
PAGE2B,10,34,21,48
PAGE4,0,0,0,0
PAH,18,1,45,0
PAICS,125,751,90,777
PAIP1,215,964,332,963
PAIP2,1016,4095,1049,7811
PAK1,673,1078,774,1938
PAK1IP1,171,622,177,1201
PAK2,596,1357,1024,996
PAK3,44,318,76,231
PAK5,10,12,20,14
PAK6,18,26,45,9
PALB2,110,438,139,388
PALD1,116,765,106,384
PALLD,360,2152,73,1289
PALM,28,203,42,59
PALM2AKAP2,1506,6583,347,2727
PALM3,2,6,16,19
PALMD,47,104,37,245
PAM,1408,9344,378,5075
PAM16,108,175,71,182
PAMR1,349,892,209,1358
PAN3,196,629,146,428
PANK1,62,138,66,179
PANK2,251,1316,202,888
PANK3,266,1530,194,1381
PANK4,148,1048,152,518
PANX1,65,139,102,87
PANX2,2,0,4,1
PANX3,7,0,2,0
PAPLN,196,1580,86,774
PAPOLA,779,2759,1153,2608
PAPOLG,160,756,290,835
PAPPA,77,1867,32,1051
PAPPA2,87,261,51,180
PAPSS1,514,2278,469,2709
PAPSS2,266,306,136,289
PAQR3,59,151,45,59
PAQR5,33,71,202,32
PAQR6,69,348,45,1045
PAQR7,70,363,75,612
PAQR8,153,524,193,465
PAQR9,708,3064,109,1224
PARD3,109,804,64,767
PARD3B,100,934,121,931
PARD6A,19,78,92,22
PARD6B,63,74,60,14
PARD6G,60,167,45,114
PARG,209,575,194,466
PARK7,1249,5777,1659,11784
PARM1,225,579,478,307
PARN,169,818,305,1128
PARP1,400,1858,605,1395
PARP11,181,272,117,145
PARP12,770,1314,1048,477
PARP14,2015,3466,997,277
PARP16,180,511,141,323
PARP2,188,798,276,1282
PARP3,209,696,89,481
PARP4,150,617,183,554
PARP8,346,713,541,499
PARP9,793,1821,471,466
PARPBP,53,40,151,156
PARS2,130,506,123,587
PARVA,521,6739,180,4307
PARVB,25,13,16,4
PASK,37,176,106,151
PATE1,0,0,2,0
PATE2,10,4,22,0
PATE3,0,0,0,0
PATJ,290,1488,97,941
PATL1,125,391,228,283
PATZ1,55,335,51,296
PAWR,17,19,21,48
PAX1,3,0,34,0
PAX2,8,0,11,0
PAX3,1,0,5,0
PAX4,0,0,1,0
PAX5,132,40,600,41
PAX6,0,2,5,0
PAX7,11,0,28,0
PAX9,25,49,54,61
PAXBP1,207,998,177,522
PAXIP1,24,197,55,93
PBDC1,188,1273,325,2395
PBK,116,331,122,1759
PBLD,22,99,77,261
PBRM1,520,2084,573,1642
PBX1,255,1972,235,2449
PBX2,46,119,57,109
PBX3,151,1628,71,1272
PBX4,10,15,8,43
PBXIP1,753,2830,748,1700
PC,45,293,56,122
PCARE,3,0,8,0
PCBD1,241,1431,186,1650
PCBP1,719,2368,1578,3065
PCBP4,213,2134,180,1709
PCCA,253,1121,226,852
PCCB,195,578,340,1324
PCDH1,45,25,114,15
PCDH10,18,193,33,196
PCDH12,72,19,63,32
PCDH17,65,286,71,524
PCDH18,341,3581,119,2223
PCDH19,32,22,39,17
PCDH7,42,13,54,29
PCDH8,5,2,20,0
PCDH9,281,1960,83,2363
PCDHA11,0,0,12,0
PCDHA13,0,0,3,0
PCDHAC2,31,104,97,60
PCDHB1,7,5,44,0
PCDHB7,0,0,0,0
PCDHGA4,279,3540,358,2283
PCDHGA6,6,63,23,37
PCDHGB1,2,25,23,8
PCDHGB5,5,33,7,7
PCED1A,132,1673,75,858
PCED1B,481,171,459,60
PCF11,756,1578,806,1558
PCGF2,27,291,45,176
PCGF3,179,972,199,704
PCGF5,144,725,212,759
PCGF6,46,109,52,76
PCID2,324,1258,458,1801
PCIF1,383,2283,601,1327
PCK1,0,0,11,0
PCK2,29,101,90,76
PCLAF,313,193,959,1272
PCLO,24,0,73,0
PCM1,573,3175,592,3368
PCMT1,680,2464,867,3068
PCMTD1,154,905,126,623
PCMTD2,405,2094,574,1962
PCNA,1365,2770,3109,7770
PCNP,486,2702,698,5327
PCNX1,217,1029,237,776
PCNX3,172,1385,291,558
PCNX4,291,1486,244,1777
PCOLCE,1975,22218,985,13472
PCP4,101,22,24,10
PCP4L1,23,2,30,2
PCSK1,3,0,32,0
PCSK1N,60,1741,22,662
PCSK2,2,0,14,0
PCSK4,6,0,3,0
PCSK5,331,1239,56,770
PCSK6,37,861,33,1064
PCSK7,246,1130,336,529
PCSK9,9,1030,37,519
PCYOX1,798,3560,512,3839
PCYOX1L,45,257,62,156
PCYT1A,355,1610,317,1886
PCYT1B,9,17,24,33
PCYT2,156,688,159,368
PDAP1,66,240,77,481
PDC,3,4,3,0
PDCD1,21,8,95,0
PDCD10,439,1194,753,2459
PDCD11,275,2027,470,1370
PDCD1LG2,190,186,140,382
PDCD4,753,2290,1142,5350
PDCD5,360,1415,513,2062
PDCD6,712,2385,663,1491
PDCD6IP,970,3771,1224,2116
PDCD7,10,78,41,82
PDCL,247,858,331,838
PDCL2,0,9,0,0
PDCL3,255,844,394,1594
PDE10A,22,235,0,196
PDE12,324,915,399,302
PDE1A,83,397,39,621
PDE1C,20,7,78,11
PDE2A,38,34,49,15
PDE3A,101,183,48,91
PDE3B,119,387,298,216
PDE4A,114,317,81,156
PDE4B,3044,680,2952,503
PDE4D,130,1391,271,797
PDE4DIP,215,1566,272,910
PDE5A,640,3635,177,3265
PDE6A,2,0,1,0
PDE6B,0,0,0,0
PDE6C,1,4,10,7
PDE6D,128,673,167,454
PDE7A,63,35,150,19
PDE7B,159,156,93,135
PDE8A,45,266,102,368
PDE9A,60,140,78,294
PDGFA,103,96,109,38
PDGFB,78,63,58,39
PDGFC,166,236,85,240
PDGFD,398,1198,213,881
PDGFRA,626,18141,207,11348
PDGFRB,990,15547,281,7800
PDGFRL,1527,9354,409,13121
PDHA1,537,2363,776,2615
PDHB,477,1751,531,3007
PDHX,122,453,141,881
PDIA2,5,4,11,2
PDIA3,3371,15685,3243,7332
PDIA4,2901,12104,3364,9884
PDIA5,180,813,275,407
PDIA6,2068,11410,2202,13983
PDIK1L,113,530,108,435
PDILT,1,0,14,0
PDK1,77,188,152,229
PDK2,113,1055,91,555
PDK3,295,960,433,596
PDK4,463,1053,155,1628
PDLIM1,720,5704,263,6295
PDLIM3,213,2555,69,3852
PDLIM4,170,494,52,135
PDLIM5,250,607,153,443
PDLIM7,1176,4934,1167,2671
PDP1,187,1019,243,597
PDP2,180,673,251,380
PDPK1,438,1729,512,937
PDPN,93,884,68,1400
PDPR,70,957,109,914
PDRG1,222,1075,280,961
PDS5A,429,1395,491,1275
PDS5B,431,1917,393,2086
PDSS1,99,116,115,88
PDSS2,66,319,121,398
PDX1,5,0,14,0
PDXDC1,221,1562,168,796
PDXK,248,728,329,278
PDXP,7,21,15,32
PDYN,9,0,15,0
PDZD11,191,831,178,1774
PDZD3,6,7,22,13
PDZD4,5,0,4,0
PDZD8,240,922,274,713
PDZD9,48,210,30,44
PDZK1,16,99,19,99
PDZRN3,64,625,55,1033
PDZRN4,16,15,26,28
PEA15,395,1319,376,697
PEAK1,238,1594,188,953
PEAK3,13,0,47,0
PEAR1,761,5996,240,3311
PEBP4,9,83,31,26
PECAM1,2113,1319,1802,1680
PECR,157,567,229,1580
PEDS1,309,984,402,575
PEF1,1302,4766,1085,9125
PEG10,196,1839,111,940
PEG3,2,209,33,70
PELI1,1670,1918,1541,1200
PELI2,17,37,12,8
PELI3,90,652,60,337
PELO,322,690,306,856
PELP1,123,821,308,343
PENK,4,58,13,19
PEPD,601,2082,577,3494
PER1,548,4395,934,866
PER2,270,3144,88,964
PERCC1,1,2,0,3
PERP,95,113,127,129
PES1,389,1944,600,2008
PET100,292,820,296,1015
PEX1,87,403,112,386
PEX11A,61,569,71,443
PEX11G,113,424,381,514
PEX12,30,176,61,229
PEX13,147,748,162,1014
PEX14,46,296,53,149
PEX16,212,683,282,994
PEX2,89,185,98,432
PEX3,131,873,169,1596
PEX5,146,898,280,609
PEX5L,11,0,49,19
PEX6,143,447,76,155
PEX7,39,204,71,363
PFDN1,328,1317,329,2673
PFDN2,309,1043,340,1961
PFDN4,147,530,172,1125
PFDN5,224,1115,301,1968
PFDN6,89,348,187,314
PFKFB1,4,34,72,35
PFKFB2,146,140,85,124
PFKFB3,382,734,808,291
PFKFB4,302,730,269,634
PFKL,617,2607,729,1160
PFKM,171,1071,82,1214
PFKP,687,2197,896,806
PFN1,4866,4714,8691,2547
PFN2,278,2533,66,4131
PFN4,0,0,0,0
PGA5,0,3,0,3
PGAM1,567,1445,1105,1008
PGAM2,73,250,229,258
PGAM5,111,381,169,522
PGAP1,123,992,171,1160
PGAP2,376,733,607,444
PGAP3,129,380,125,293
PGAP4,206,1630,116,1508
PGAP6,160,696,178,458
PGBD1,82,493,72,502
PGBD2,47,214,25,228
PGBD5,17,19,32,34
PGC,11,11,10,92
PGD,1588,2772,1729,3804
PGGHG,530,2618,434,1579
PGGT1B,192,640,253,986
PGK1,2078,4507,3286,7580
PGK2,3,0,6,0
PGLS,169,936,271,643
PGLYRP1,214,152,312,125
PGLYRP2,3,58,26,32
PGLYRP3,0,1,5,0
PGLYRP4,8,41,33,23
PGM1,370,1366,488,1463
PGM2,418,419,706,503
PGM2L1,132,550,156,373
PGM3,85,969,57,1118
PGM5,410,1853,158,1016
PGP,22,105,64,48
PGPEP1,197,627,292,400
PGR,6,0,14,1
PGRMC1,1092,4777,544,2889
PGS1,657,1221,511,541
PHACTR1,3897,1161,6761,747
PHACTR2,574,2384,338,2019
PHACTR3,4,4,22,4
PHACTR4,135,528,161,389
PHAX,257,1285,355,1901
PHB,515,1588,726,1328
PHB2,388,1370,667,1109
PHC1,85,720,109,546
PHC2,134,430,71,293
PHC3,399,1651,551,1496
PHEROC,26,21,14,253
PHETA1,17,37,19,53
PHETA2,175,1905,72,1865
PHEX,340,6893,68,5413
PHF1,323,1436,452,1475
PHF10,134,762,137,860
PHF11,760,1308,561,670
PHF12,261,654,413,589
PHF13,85,827,100,553
PHF14,89,488,175,642
PHF19,114,723,171,459
PHF2,163,1250,157,623
PHF20L1,309,1088,339,941
PHF21A,177,429,240,571
PHF21B,3,0,29,3
PHF23,1016,3522,1236,3691
PHF24,3,22,33,2
PHF3,398,2244,581,2056
PHF5A,362,1449,399,1976
PHF6,213,712,249,1278
PHF7,5,20,0,28
PHF8,275,978,385,534
PHGDH,50,174,99,278
PHIP,627,2248,767,2907
PHKA1,87,234,101,157
PHKA2,244,661,145,380
PHKB,247,1258,311,1007
PHKG1,24,38,27,87
PHKG2,345,785,662,1059
PHLDA1,202,985,88,683
PHLDA2,19,27,18,6
PHLDB1,457,4692,217,2289
PHLDB2,251,1042,213,953
PHLDB3,36,132,128,179
PHLPP1,55,204,82,190
PHLPP2,65,434,95,273
PHOSPHO2,42,137,80,459
PHOX2A,0,0,11,0
PHOX2B,0,0,8,0
PHRF1,60,350,82,127
PHTF1,131,422,172,181
PHTF2,356,927,357,557
PHYH,521,3327,299,6751
PHYHD1,174,424,124,231
PHYHIP,1,4,3,0
PHYHIPL,17,83,23,82
PHYKPL,40,408,85,403
PI15,886,4977,162,3938
PI16,6724,125658,3709,202280
PI4K2A,323,1220,471,570
PI4K2B,212,1167,288,590
PI4KA,275,1874,439,1609
PI4KB,251,1241,325,762
PIANP,6,0,23,0
PIAS1,1372,3866,1438,5554
PIAS2,175,829,141,463
PIAS3,280,1692,320,1095
PIAS4,131,617,324,482
PIBF1,167,638,375,802
PICALM,589,1940,709,1631
PICK1,66,144,111,123
PID1,393,4168,90,2032
PIDD1,23,122,63,43
PIEZO1,313,1373,543,744
PIEZO2,204,357,54,208
PIF1,22,36,60,64
PIGA,184,593,145,415
PIGB,140,529,122,1153
PIGC,817,3974,1038,5199
PIGF,61,246,94,580
PIGG,273,1049,226,904
PIGH,78,378,88,537
PIGK,272,1518,326,3279
PIGL,58,184,136,168
PIGN,156,528,110,558
PIGO,506,2944,886,2272
PIGQ,105,886,219,366
PIGR,538,203,231,378
PIGS,186,738,312,991
PIGT,636,4089,653,2690
PIGU,152,781,189,1272
PIGV,163,716,155,1023
PIGW,38,57,61,87
PIGX,96,183,102,532
PIH1D1,175,706,318,1346
PIH1D2,16,68,0,192
PIK3AP1,1204,291,1095,160
PIK3C2A,366,1931,318,1408
PIK3C2B,81,224,175,229
PIK3C2G,35,24,23,0
PIK3C3,313,827,477,1113
PIK3CA,109,388,107,381
PIK3CB,133,188,277,117
PIK3CD,602,238,1547,174
PIK3CG,540,111,898,127
PIK3IP1,859,4391,1163,5468
PIK3R1,2844,17367,2170,11579
PIK3R4,258,1127,333,695
PIK3R5,127,48,297,33
PIK3R6,95,222,214,116
PIKFYVE,183,784,234,457
PIM1,1050,700,1034,196
PIM2,171,247,650,188
PIM3,140,293,228,85
PIMREG,64,836,87,1625
PIN1,173,719,226,1261
PIN4,148,550,212,1267
PINK1,108,632,61,489
PINX1,131,384,133,624
PIP4K2A,153,255,475,374
PIP4K2B,74,857,114,872
PIP4K2C,100,88,247,48
PIP4P1,203,809,266,442
PIP4P2,10,99,5,189
PIP5K1A,614,2690,532,1705
PIP5K1B,18,11,71,29
PIP5K1C,345,1029,389,318
PIP5KL1,4,3,7,8
PIPOX,2,0,0,0
PIR,44,208,112,466
PIRT,4,0,30,3
PISD,467,1055,734,1202
PITHD1,183,778,138,422
PITPNA,386,1720,431,786
PITPNB,509,2204,703,2025
PITPNM1,463,1417,1175,872
PITPNM2,68,331,97,205
PITPNM3,116,635,313,665
PITRM1,603,4219,575,1695
PITX1,11,0,18,0
PITX2,6,3,28,0
PITX3,1,0,0,0
PIWIL1,0,0,1,0
PIWIL2,10,12,34,11
PIWIL4,5,106,33,128
PJA1,521,4777,162,5162
PJA2,1016,3639,778,2546
PJVK,1,11,6,24
PKD1,593,8627,339,3473
PKD1L2,5,0,10,2
PKD2,92,1113,95,1207
PKD2L1,0,0,7,0
PKD2L2,2,0,2,1
PKDCC,56,77,20,64
PKHD1,5,14,32,0
PKIA,286,1590,168,1837
PKIB,126,25,223,24
PKIG,240,663,57,876
PKLR,11,22,34,36
PKMYT1,7,46,51,30
PKN1,1302,1502,1469,1079
PKN2,310,2109,309,1189
PKN3,6,92,4,23
PKNOX1,157,998,155,725
PKNOX2,49,761,70,367
PKP1,11,0,35,0
PKP2,14,16,55,2
PKP3,40,109,55,66
PKP4,151,1886,116,2171
PLA1A,12,10,8,5
PLA2G10,4,11,0,26
PLA2G12B,3,0,9,0
PLA2G1B,5,20,2,2
PLA2G2A,0,0,0,0
PLA2G2D,27,11,5,17
PLA2G2E,0,0,2,0
PLA2G2F,1,0,15,0
PLA2G3,2,5,3,19
PLA2G4A,287,2103,213,2160
PLA2G4B,159,1375,191,729
PLA2G4D,3,0,17,0
PLA2G4E,12,0,18,0
PLA2G4F,2,0,17,0
PLA2G5,0,0,0,0
PLA2G6,47,195,58,82
PLA2G7,429,1107,243,1943
PLA2R1,69,2772,42,2640
PLAA,327,1021,453,734
PLAAT1,3,0,5,0
PLAAT3,297,846,470,1407
PLAAT5,3,0,44,0
PLAC1,1,0,21,0
PLAC8L1,2,0,0,0
PLAC9,2798,30688,505,45121
PLAG1,21,59,18,39
PLAGL1,45,533,114,300
PLAGL2,448,373,566,281
PLAT,225,1518,67,2287
PLAU,3539,1518,3339,2487
PLAUR,3490,3201,4112,4568
PLB1,28,8,44,73
PLBD1,658,228,1591,219
PLBD2,521,5574,949,2754
PLCB1,76,100,101,113
PLCB2,86,57,262,79
PLCB3,32,122,24,74
PLCB4,30,537,48,677
PLCD1,502,1724,226,1429
PLCD3,58,519,38,280
PLCD4,1,8,12,13
PLCE1,91,385,50,225
PLCG1,220,811,229,717
PLCG2,462,174,943,182
PLCH1,6,3,17,8
PLCH2,8,30,33,1
PLCL1,191,695,271,447
PLCL2,115,309,231,329
PLCXD3,57,84,76,61
PLCZ1,0,0,0,0
PLD1,108,949,117,491
PLD2,244,1756,149,828
PLD3,1231,10009,920,9309
PLD5,24,39,9,13
PLD6,3,5,0,0
PLEC,601,1881,875,896
PLEK,7371,1229,10945,1642
PLEK2,16,41,20,65
PLEKHA1,191,839,220,439
PLEKHA2,552,670,1352,855
PLEKHA3,52,198,83,167
PLEKHA4,140,1170,34,226
PLEKHA5,236,1205,111,1188
PLEKHA6,142,1588,105,1630
PLEKHA7,45,122,72,29
PLEKHA8,45,517,119,526
PLEKHB1,3,17,14,10
PLEKHB2,1015,3127,1247,3657
PLEKHD1,6,6,18,1
PLEKHF1,165,1047,199,351
PLEKHF2,377,635,535,341
PLEKHG1,98,1377,113,728
PLEKHG2,59,357,76,172
PLEKHG3,374,1564,492,1226
PLEKHG4,8,0,11,15
PLEKHG5,76,232,190,151
PLEKHG6,40,79,43,24
PLEKHH1,45,65,161,108
PLEKHH2,292,1885,88,1288
PLEKHH3,22,131,12,88
PLEKHJ1,274,1249,456,1813
PLEKHM1,219,598,390,277
PLEKHM2,221,1299,364,658
PLEKHM3,341,395,343,326
PLEKHN1,22,149,23,13
PLEKHO1,126,252,185,120
